#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T1_Unigene_BMK.63874	sp|O65440|BAME3_ARATH	2.84928e-61	127/275(46.18)	217	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3 OS=Arabidopsis thaliana GN=BAM3 PE=2 SV=3
T1_Unigene_BMK.63890	sp|Q8GW61|STP14_ARATH	2.67655e-44	69/96(71.88)	156	Sugar transport protein 14 OS=Arabidopsis thaliana GN=STP14 PE=2 SV=2
T1_Unigene_BMK.63925	sp|P81370|TLP_ACTDE	5.35013e-84	119/216(55.09)	253	Thaumatin-like protein OS=Actinidia deliciosa GN=tlp PE=1 SV=2
T1_Unigene_BMK.64004	sp|Q39131|LAML_ARATH	2.02191e-18	41/118(34.75)	84	Lamin-like protein OS=Arabidopsis thaliana GN=At5g15350 PE=1 SV=1
T1_Unigene_BMK.64019	sp|Q9FR37|AMI1_ARATH	2.4927e-17	45/74(60.81)	88	Amidase 1 OS=Arabidopsis thaliana GN=AMI1 PE=1 SV=1
T1_Unigene_BMK.64023	sp|O50061|RK4_ARATH	2.58131e-108	172/288(59.72)	323	50S ribosomal protein L4, chloroplastic OS=Arabidopsis thaliana GN=RPL4 PE=1 SV=2
T1_Unigene_BMK.64165	sp|O04437|GSTZ_WHEAT	4.22152e-46	75/75(100.00)	158	Glutathione S-transferase OS=Triticum aestivum GN=GSTZ1 PE=1 SV=1
T1_Unigene_BMK.64168	sp|Q9LK73|U88A1_ARATH	8.92192e-60	136/441(30.84)	206	UDP-glycosyltransferase 88A1 OS=Arabidopsis thaliana GN=UGT88A1 PE=2 SV=1
T1_Unigene_BMK.64203	sp|P42210|ASPR_HORVU	0	482/511(94.32)	963	Phytepsin OS=Hordeum vulgare PE=1 SV=1
T1_Unigene_BMK.64213	sp|A9ZPJ7|AGCT2_HORVU	1.24665e-85	161/419(38.42)	273	Agmatine coumaroyltransferase-2 OS=Hordeum vulgare GN=ACT-2 PE=1 SV=1
T1_Unigene_BMK.64286	sp|Q9C7A2|Y3236_ARATH	0	355/553(64.20)	689	Ankyrin repeat-containing protein At3g12360 OS=Arabidopsis thaliana GN=At3g12360 PE=2 SV=1
T1_Unigene_BMK.64318	sp|Q6ZQP7|YV021_HUMAN	9.76897e-07	35/98(35.71)	51	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.64368	sp|P27497|CB29_MAIZE	8.74488e-166	227/266(85.34)	466	Chlorophyll a-b binding protein M9, chloroplastic OS=Zea mays GN=CAB-M9 PE=2 SV=1
T1_Unigene_BMK.64522	sp|Q9FF86|DCR_ARATH	9.69921e-19	63/195(32.31)	87	BAHD acyltransferase DCR OS=Arabidopsis thaliana GN=DCR PE=2 SV=1
T1_Unigene_BMK.64626	sp|Q9LYT3|TT12_ARATH	4.6301e-152	220/442(49.77)	454	Protein TRANSPARENT TESTA 12 OS=Arabidopsis thaliana GN=TT12 PE=2 SV=1
T1_Unigene_BMK.64651	sp|Q10QF2|HOX12_ORYSJ	3.99233e-101	174/246(70.73)	304	Homeobox-leucine zipper protein HOX12 OS=Oryza sativa subsp. japonica GN=HOX12 PE=2 SV=1
T1_Unigene_BMK.64664	sp|P53393|SUT3_STYHA	1.38466e-127	187/300(62.33)	387	Low affinity sulfate transporter 3 OS=Stylosanthes hamata GN=ST3 PE=2 SV=1
T1_Unigene_BMK.64835	sp|Q8H6G8|PHT18_ORYSJ	0	428/529(80.91)	847	Probable inorganic phosphate transporter 1-8 OS=Oryza sativa subsp. japonica GN=PHT1-8 PE=2 SV=1
T1_Unigene_BMK.64862	sp|B6SJQ0|CNR13_MAIZE	7.54327e-26	58/125(46.40)	114	Cell number regulator 13 OS=Zea mays GN=CNR13 PE=2 SV=1
T1_Unigene_BMK.64914	sp|Q9LS40|ASPG1_ARATH	6.18235e-80	163/414(39.37)	266	Protein ASPARTIC PROTEASE IN GUARD CELL 1 OS=Arabidopsis thaliana GN=ASPG1 PE=1 SV=1
T1_Unigene_BMK.64935	sp|Q9C519|WRKY6_ARATH	6.81116e-137	270/541(49.91)	419	WRKY transcription factor 6 OS=Arabidopsis thaliana GN=WRKY6 PE=1 SV=1
T1_Unigene_BMK.65018	sp|Q769E5|CAX1A_ORYSJ	0	376/463(81.21)	716	Vacuolar cation/proton exchanger 1a OS=Oryza sativa subsp. japonica GN=CAX1a PE=1 SV=1
T1_Unigene_BMK.65033	sp|P46420|GSTF4_MAIZE	6.44767e-102	150/219(68.49)	303	Glutathione S-transferase 4 OS=Zea mays GN=GST4 PE=1 SV=2
T1_Unigene_BMK.65098	sp|Q10SC8|CIPK9_ORYSJ	0	395/444(88.96)	798	CBL-interacting protein kinase 9 OS=Oryza sativa subsp. japonica GN=CIPK9 PE=2 SV=1
T1_Unigene_BMK.65222	sp|P43396|MT1_COFAR	5.97766e-21	38/59(64.41)	85	Metallothionein-like protein 1 OS=Coffea arabica GN=METAL1 PE=3 SV=1
T1_Unigene_BMK.65255	sp|Q75HE6|MTHR_ORYSJ	0	539/594(90.74)	1134	Probable methylenetetrahydrofolate reductase OS=Oryza sativa subsp. japonica GN=Os03g0815200 PE=2 SV=1
T1_Unigene_BMK.65338	sp|Q8VZR2|ASD2_ARATH	0	251/428(58.64)	529	Alpha-L-arabinofuranosidase 2 OS=Arabidopsis thaliana GN=ASD2 PE=2 SV=1
T1_Unigene_BMK.65423	sp|O49508|FB237_ARATH	1.47842e-100	184/380(48.42)	318	F-box protein At4g18380 OS=Arabidopsis thaliana GN=At4g18380 PE=2 SV=1
T1_Unigene_BMK.65490	sp|C0LGT1|Y5129_ARATH	0	330/618(53.40)	630	Probable LRR receptor-like serine/threonine-protein kinase At5g10290 OS=Arabidopsis thaliana GN=At5g10290 PE=1 SV=1
T1_Unigene_BMK.65556	sp|Q67U69|FDH2_ORYSJ	0	303/378(80.16)	639	Formate dehydrogenase 2, mitochondrial OS=Oryza sativa subsp. japonica GN=Os06g0486900 PE=2 SV=1
T1_Unigene_BMK.65680	sp|P31752|ASNS_ASPOF	0	495/591(83.76)	1037	Asparagine synthetase [glutamine-hydrolyzing] OS=Asparagus officinalis PE=2 SV=2
T1_Unigene_BMK.65690	sp|P05336|ADH1_HORVU	0	369/379(97.36)	759	Alcohol dehydrogenase 1 OS=Hordeum vulgare GN=ADH1 PE=2 SV=1
T1_Unigene_BMK.65710	sp|P92519|M810_ARATH	5.73519e-54	90/174(51.72)	187	Uncharacterized mitochondrial protein AtMg00810 OS=Arabidopsis thaliana GN=AtMg00810 PE=4 SV=1
T1_Unigene_BMK.65755	sp|Q94AA4|K6PF3_ARATH	0	364/483(75.36)	730	6-phosphofructokinase 3 OS=Arabidopsis thaliana GN=PFK3 PE=1 SV=1
T1_Unigene_BMK.65818	sp|Q9C9X3|ANXD5_ARATH	7.75026e-108	170/313(54.31)	337	Annexin D5 OS=Arabidopsis thaliana GN=ANN5 PE=2 SV=2
T1_Unigene_BMK.65869	sp|P42211|ASPRX_ORYSJ	0	310/429(72.26)	612	Aspartic proteinase OS=Oryza sativa subsp. japonica GN=RAP PE=2 SV=2
T1_Unigene_BMK.66004	sp|Q10Q65|NRAM2_ORYSJ	0	467/524(89.12)	928	Metal transporter Nramp2 OS=Oryza sativa subsp. japonica GN=NRAMP2 PE=2 SV=1
T1_Unigene_BMK.66145	sp|Q6VVA6|HAK1_ORYSJ	0	615/788(78.05)	1208	Potassium transporter 1 OS=Oryza sativa subsp. japonica GN=HAK1 PE=1 SV=2
T1_Unigene_BMK.66156	sp|Q6ASY2|NLTL1_ORYSJ	1.91258e-48	93/180(51.67)	165	Non-specific lipid transfer protein-like 1 OS=Oryza sativa subsp. japonica GN=LTPL1 PE=1 SV=1
T1_Unigene_BMK.66296	sp|Q9LPV8|ERF1Y_ARATH	0	342/432(79.17)	699	Eukaryotic peptide chain release factor subunit 1-2 OS=Arabidopsis thaliana GN=ERF1-2 PE=2 SV=1
T1_Unigene_BMK.66494	sp|F4I933|STR8_ARATH	4.09437e-156	223/370(60.27)	468	Rhodanese-like domain-containing protein 8, chloroplastic OS=Arabidopsis thaliana GN=STR8 PE=2 SV=1
T1_Unigene_BMK.66552	sp|D9HP25|CNR9_MAIZE	1.5878e-25	60/148(40.54)	105	Cell number regulator 9 OS=Zea mays GN=CNR9 PE=2 SV=1
T1_Unigene_BMK.66686	sp|O23461|ARAK_ARATH	0	744/985(75.53)	1502	L-arabinokinase OS=Arabidopsis thaliana GN=ARA1 PE=1 SV=1
T1_Unigene_BMK.66711	sp|Q8LL69|DBNBT_TAXCA	2.28202e-38	100/292(34.25)	144	3&apos;-N-debenzoyl-2&apos;-deoxytaxol N-benzoyltransferase OS=Taxus canadensis GN=TAX10 PE=1 SV=1
T1_Unigene_BMK.66751	sp|Q42602|C89A2_ARATH	6.91679e-63	97/144(67.36)	206	Cytochrome P450 89A2 OS=Arabidopsis thaliana GN=CYP89A2 PE=2 SV=2
T1_Unigene_BMK.66757	sp|P93766|MLO_HORVU	0	444/496(89.52)	886	Protein MLO OS=Hordeum vulgare GN=MLO PE=1 SV=1
T1_Unigene_BMK.66824	sp|O23482|OPT3_ARATH	0	591/742(79.65)	1258	Oligopeptide transporter 3 OS=Arabidopsis thaliana GN=OPT3 PE=2 SV=3
T1_Unigene_BMK.66867	sp|Q680C0|GDL62_ARATH	6.2386e-46	113/351(32.19)	167	GDSL esterase/lipase At4g10955 OS=Arabidopsis thaliana GN=At4g10955 PE=2 SV=1
T1_Unigene_BMK.66873	sp|Q39134|AAP3_ARATH	0	318/471(67.52)	650	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T1_Unigene_BMK.66874	sp|A6P6W1|CASL2_CANSA	5.45656e-113	181/403(44.91)	345	Cannabidiolic acid synthase-like 2 OS=Cannabis sativa GN=CBDAS3 PE=2 SV=1
T1_Unigene_BMK.66947	sp|Q10R54|SUT1_ORYSJ	0	433/541(80.04)	900	Sucrose transport protein SUT1 OS=Oryza sativa subsp. japonica GN=SUT1 PE=1 SV=1
T1_Unigene_BMK.66975	sp|Q10S66|CHI11_ORYSJ	7.23969e-82	100/147(68.03)	219	Chitinase 11 OS=Oryza sativa subsp. japonica GN=Cht11 PE=2 SV=1
T1_Unigene_BMK.67205	sp|Q6Z955|CKX11_ORYSJ	3.76613e-167	258/309(83.50)	494	Cytokinin dehydrogenase 11 OS=Oryza sativa subsp. japonica GN=CKX11 PE=2 SV=1
T1_Unigene_BMK.67318	sp|Q0J951|ARFL_ORYSJ	0	705/790(89.24)	1413	Auxin response factor 12 OS=Oryza sativa subsp. japonica GN=ARF12 PE=2 SV=1
T1_Unigene_BMK.67319	sp|Q258Y5|ARFL_ORYSI	1.40277e-28	52/53(98.11)	116	Auxin response factor 12 OS=Oryza sativa subsp. indica GN=ARF12 PE=2 SV=1
T1_Unigene_BMK.67368	sp|Q39214|RPM1_ARATH	6.71159e-61	203/765(26.54)	226	Disease resistance protein RPM1 OS=Arabidopsis thaliana GN=RPM1 PE=1 SV=1
T1_Unigene_BMK.67434	sp|Q944G5|PTR44_ARATH	4.48227e-168	242/463(52.27)	501	Probable peptide/nitrate transporter At3g47960 OS=Arabidopsis thaliana GN=At3g47960 PE=1 SV=3
T1_Unigene_BMK.67451	sp|P93147|C81E1_GLYEC	2.88547e-137	215/511(42.07)	413	Isoflavone 2&apos;-hydroxylase OS=Glycyrrhiza echinata GN=CYP81E1 PE=1 SV=2
T1_Unigene_BMK.67548	sp|O48958|C71E1_SORBI	7.59428e-127	202/354(57.06)	400	4-hydroxyphenylacetaldehyde oxime monooxygenase OS=Sorghum bicolor GN=CYP71E1 PE=2 SV=1
T1_Unigene_BMK.67708	sp|O22808|LYK5_ARATH	2.59458e-180	299/663(45.10)	533	Protein LYK5 OS=Arabidopsis thaliana GN=LYK5 PE=1 SV=1
T1_Unigene_BMK.67844	sp|P36787|VE2_HPV25	3.69092e-11	75/231(32.47)	68	Regulatory protein E2 OS=Human papillomavirus type 25 GN=E2 PE=3 SV=1
T1_Unigene_BMK.67849	sp|Q54YD8|COPB2_DICDI	8.30022e-22	67/197(34.01)	104	Coatomer subunit beta&apos; OS=Dictyostelium discoideum GN=copb2 PE=3 SV=1
T1_Unigene_BMK.67850	sp|Q9C827|COB22_ARATH	7.62345e-12	37/127(29.13)	67	Coatomer subunit beta&apos;-2 OS=Arabidopsis thaliana GN=At1g52360 PE=2 SV=1
T1_Unigene_BMK.68152	sp|Q9FQA3|GST23_MAIZE	5.50402e-63	96/109(88.07)	202	Glutathione transferase GST 23 OS=Zea mays PE=2 SV=1
T1_Unigene_BMK.68169	sp|Q8VWG3|TT1_ARATH	4.65166e-88	138/286(48.25)	270	Protein TRANSPARENT TESTA 1 OS=Arabidopsis thaliana GN=TT1 PE=2 SV=1
T1_Unigene_BMK.68427	sp|C0LGP4|Y3475_ARATH	5.0788e-93	160/367(43.60)	304	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=1 SV=1
T1_Unigene_BMK.68518	sp|P55308|CATA2_HORVU	0	492/494(99.60)	1049	Catalase isozyme 2 OS=Hordeum vulgare GN=CAT2 PE=2 SV=1
T1_Unigene_BMK.68665	sp|O64393|WHW2_WHEAT	5.45998e-107	144/147(97.96)	308	Wheatwin-2 OS=Triticum aestivum GN=PR4B PE=1 SV=1
T1_Unigene_BMK.68686	sp|Q2QYL8|WNK8_ORYSJ	0	410/661(62.03)	714	Probable serine/threonine-protein kinase WNK8 OS=Oryza sativa subsp. japonica GN=WNK8 PE=2 SV=1
T1_Unigene_BMK.68785	sp|Q9BYJ9|YTHD1_HUMAN	4.33009e-08	30/60(50.00)	58	YTH domain family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1
T1_Unigene_BMK.68807	sp|Q65XK7|P2C51_ORYSJ	1.21494e-166	266/376(70.74)	481	Probable protein phosphatase 2C 51 OS=Oryza sativa subsp. japonica GN=Os05g0572700 PE=2 SV=1
T1_Unigene_BMK.68889	sp|Q6L5H6|P2C50_ORYSJ	2.89506e-122	193/274(70.44)	382	Probable protein phosphatase 2C 50 OS=Oryza sativa subsp. japonica GN=Os05g0537400 PE=2 SV=1
T1_Unigene_BMK.69065	sp|Q6YWQ4|HAK25_ORYSJ	0	667/778(85.73)	1323	Potassium transporter 25 OS=Oryza sativa subsp. japonica GN=HAK25 PE=2 SV=1
T1_Unigene_BMK.69094	sp|Q9SR66|DML2_ARATH	5.85641e-114	237/582(40.72)	382	DEMETER-like protein 2 OS=Arabidopsis thaliana GN=DML2 PE=3 SV=2
T1_Unigene_BMK.69161	sp|Q42656|AGAL_COFAR	0	246/369(66.67)	521	Alpha-galactosidase OS=Coffea arabica PE=1 SV=1
T1_Unigene_BMK.69172	sp|Q17RH7|TPRXL_HUMAN	1.48772e-07	35/130(26.92)	55	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.69403	sp|Q8VZG8|Y4885_ARATH	0	306/672(45.54)	572	Probable LRR receptor-like serine/threonine-protein kinase At4g08850 OS=Arabidopsis thaliana GN=At4g08850 PE=1 SV=3
T1_Unigene_BMK.69415	sp|Q0IU52|ASP1_ORYSJ	4.68575e-15	30/53(56.60)	78	Aspartic proteinase Asp1 OS=Oryza sativa subsp. japonica GN=ASP1 PE=2 SV=1
T1_Unigene_BMK.69425	sp|Q8BTI8|SRRM2_MOUSE	2.9301e-11	76/255(29.80)	66	Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2 PE=1 SV=3
T1_Unigene_BMK.69719	sp|P53797|PSY_NARPS	7.78621e-152	237/379(62.53)	443	Phytoene synthase, chloroplastic OS=Narcissus pseudonarcissus GN=PSY PE=2 SV=1
T1_Unigene_BMK.69810	sp|Q9SGZ5|BXL7_ARATH	0	449/750(59.87)	917	Probable beta-D-xylosidase 7 OS=Arabidopsis thaliana GN=BXL7 PE=2 SV=2
T1_Unigene_BMK.69926	sp|Q9FLV4|Y5248_ARATH	1.88904e-105	258/767(33.64)	345	G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080 OS=Arabidopsis thaliana GN=At5g24080 PE=2 SV=1
T1_Unigene_BMK.70087	sp|O65351|SUBL_ARATH	0	502/761(65.97)	1010	Subtilisin-like protease OS=Arabidopsis thaliana GN=ARA12 PE=1 SV=1
T1_Unigene_BMK.70190	sp|Q9LJM4|IKU2_ARATH	0	456/999(45.65)	764	Receptor-like protein kinase HAIKU2 OS=Arabidopsis thaliana GN=IKU2 PE=1 SV=1
T1_Unigene_BMK.70389	sp|Q5RC94|NBR1_PONAB	4.68056e-17	101/413(24.46)	90	Next to BRCA1 gene 1 protein OS=Pongo abelii GN=NBR1 PE=2 SV=1
T1_Unigene_BMK.70408	sp|Q9SZA7|DRL29_ARATH	0	354/655(54.05)	685	Probable disease resistance protein At4g33300 OS=Arabidopsis thaliana GN=At4g33300 PE=2 SV=3
T1_Unigene_BMK.70457	sp|P18165|LORI_MOUSE	8.53238e-67	174/458(37.99)	237	Loricrin OS=Mus musculus GN=Lor PE=2 SV=2
T1_Unigene_BMK.70533	sp|Q9SMZ4|AASS_ARATH	0	691/1063(65.00)	1351	Alpha-aminoadipic semialdehyde synthase OS=Arabidopsis thaliana GN=LKR/SDH PE=1 SV=1
T1_Unigene_BMK.70635	sp|Q7G794|LOX3_ORYSJ	0	528/727(72.63)	1072	Putative linoleate 9S-lipoxygenase 3 OS=Oryza sativa subsp. japonica GN=Os03g0700400 PE=3 SV=1
T1_Unigene_BMK.70650	sp|Q8K157|GALM_MOUSE	4.71742e-79	139/329(42.25)	253	Aldose 1-epimerase OS=Mus musculus GN=Galm PE=2 SV=1
T1_Unigene_BMK.70925	sp|O81108|ACA2_ARATH	0	770/980(78.57)	1532	Calcium-transporting ATPase 2, plasma membrane-type OS=Arabidopsis thaliana GN=ACA2 PE=1 SV=1
T1_Unigene_BMK.71184	sp|Q9MBG5|CML30_ARATH	5.09014e-19	44/82(53.66)	85	Probable calcium-binding protein CML30 OS=Arabidopsis thaliana GN=CML30 PE=2 SV=1
T1_Unigene_BMK.71202	sp|Q0WUI9|TPS8_ARATH	1.17548e-144	205/318(64.47)	436	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8 OS=Arabidopsis thaliana GN=TPS8 PE=2 SV=1
T1_Unigene_BMK.71409	sp|O80933|SCL9_ARATH	3.80017e-146	236/510(46.27)	446	Scarecrow-like protein 9 OS=Arabidopsis thaliana GN=SCL9 PE=2 SV=1
T1_Unigene_BMK.71450	sp|Q96PM5|ZN363_HUMAN	9.09719e-71	113/266(42.48)	240	RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens GN=RCHY1 PE=1 SV=1
T1_Unigene_BMK.71565	sp|Q9C5U1|AHK3_ARATH	0	587/960(61.15)	1108	Histidine kinase 3 OS=Arabidopsis thaliana GN=AHK3 PE=1 SV=1
T1_Unigene_BMK.71690	sp|Q9LZJ5|AB14C_ARATH	0	452/709(63.75)	886	ABC transporter C family member 14 OS=Arabidopsis thaliana GN=ABCC14 PE=1 SV=1
T1_Unigene_BMK.71999	sp|Q8VHC8|MA2B1_CAVPO	0	416/1018(40.86)	696	Lysosomal alpha-mannosidase OS=Cavia porcellus GN=MAN2B1 PE=1 SV=1
T1_Unigene_BMK.72006	sp|Q6K972|AGO1C_ORYSJ	0	836/1008(82.94)	1658	Protein argonaute 1C OS=Oryza sativa subsp. japonica GN=AGO1C PE=2 SV=1
T1_Unigene_BMK.72084	sp|Q9LK64|AB3C_ARATH	0	944/1512(62.43)	1809	ABC transporter C family member 3 OS=Arabidopsis thaliana GN=ABCC3 PE=1 SV=1
T1_Unigene_BMK.72192	sp|Q852M1|ALDO2_ORYSJ	0	1080/1363(79.24)	2166	Probable aldehyde oxidase 2 OS=Oryza sativa subsp. japonica GN=Os03g0790900 PE=2 SV=1
T1_Unigene_BMK.72351	sp|A1YTM8|MT3A_ORYSJ	2.91956e-28	41/61(67.21)	104	Metallothionein-like protein 3A OS=Oryza sativa subsp. japonica GN=MT3A PE=2 SV=1
T1_Unigene_BMK.143	sp|Q9FHG4|LRKS7_ARATH	7.48607e-69	174/527(33.02)	245	Probable L-type lectin-domain containing receptor kinase S.7 OS=Arabidopsis thaliana GN=LECRKS7 PE=2 SV=1
T1_Unigene_BMK.14496	sp|O35615|FOG1_MOUSE	3.52022e-06	32/101(31.68)	47	Zinc finger protein ZFPM1 OS=Mus musculus GN=Zfpm1 PE=1 SV=1
T2_Unigene_BMK.10144	sp|Q94CD8|E134_ARATH	3.05578e-35	79/227(34.80)	133	Glucan endo-1,3-beta-glucosidase 4 OS=Arabidopsis thaliana GN=At3g13560 PE=1 SV=1
T2_Unigene_BMK.10676	sp|Q9M5X7|NLTP_MALDO	4.16205e-25	46/106(43.40)	96	Non-specific lipid-transfer protein OS=Malus domestica GN=MALD3 PE=1 SV=1
T2_Unigene_BMK.14143	sp|Q06A98|SRSF2_PIG	4.69023e-09	46/136(33.82)	57	Serine/arginine-rich splicing factor 2 OS=Sus scrofa GN=SRSF2 PE=2 SV=1
T1_Unigene_BMK.15283	sp|P85966|AMP_TRIKH	1.08657e-29	44/45(97.78)	108	Antimicrobial peptide 1b OS=Triticum kiharae PE=1 SV=1
T1_Unigene_BMK.15335	sp|Q9FLQ7|FH20_ARATH	8.84712e-06	31/66(46.97)	50	Formin-like protein 20 OS=Arabidopsis thaliana GN=FH20 PE=2 SV=3
T1_Unigene_BMK.15371	sp|P02879|RICI_RICCO	9.47756e-156	274/584(46.92)	472	Ricin OS=Ricinus communis PE=1 SV=1
T2_Unigene_BMK.20157	sp|O49840|APK2B_ARATH	8.27099e-27	61/129(47.29)	106	Protein kinase 2B, chloroplastic OS=Arabidopsis thaliana GN=APK2B PE=1 SV=1
T1_Unigene_BMK.15456	sp|Q01482|WIR1A_WHEAT	1.52037e-07	40/85(47.06)	51	Protein WIR1A OS=Triticum aestivum GN=WIR1A PE=4 SV=1
T2_Unigene_BMK.24362	sp|Q17RH7|TPRXL_HUMAN	2.08736e-11	55/158(34.81)	66	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T2_Unigene_BMK.27607	sp|Q8GT21|BEBT_CLABR	2.85916e-149	229/419(54.65)	436	Benzyl alcohol O-benzoyltransferase OS=Clarkia breweri PE=1 SV=1
T2_Unigene_BMK.27790	sp|Q06398|GSTU6_ORYSJ	2.6458e-11	29/52(55.77)	61	Probable glutathione S-transferase GSTU6 OS=Oryza sativa subsp. japonica GN=GSTU6 PE=2 SV=2
T2_Unigene_BMK.2917	sp|Q9FXG8|BLH10_ARATH	2.01626e-12	32/76(42.11)	65	BEL1-like homeodomain protein 10 OS=Arabidopsis thaliana GN=BLH10 PE=1 SV=1
T2_Unigene_BMK.29628	sp|P01053|ICI2_HORVU	1.4715e-15	33/60(55.00)	72	Subtilisin-chymotrypsin inhibitor-2A OS=Hordeum vulgare PE=1 SV=2
T2_Unigene_BMK.29673	sp|Q9UQ35|SRRM2_HUMAN	1.45286e-08	64/174(36.78)	57	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T2_Unigene_BMK.31	sp|Q9FYB5|DNJ11_ARATH	9.08093e-18	54/154(35.06)	81	Chaperone protein dnaJ 11, chloroplastic OS=Arabidopsis thaliana GN=ATJ11 PE=1 SV=2
T2_Unigene_BMK.31305	sp|Q9FT52|ATP5H_ARATH	7.04563e-93	130/168(77.38)	276	ATP synthase subunit d, mitochondrial OS=Arabidopsis thaliana GN=At3g52300 PE=1 SV=3
T2_Unigene_BMK.31690	sp|P52758|UK114_HUMAN	4.8669e-41	64/122(52.46)	143	Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1
T2_Unigene_BMK.31732	sp|Q6ZQP7|YV021_HUMAN	3.3086e-09	63/176(35.80)	57	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T2_Unigene_BMK.31788	sp|P49235|BGLC_MAIZE	0	336/558(60.22)	685	Beta-glucosidase, chloroplastic OS=Zea mays GN=GLU1 PE=1 SV=1
T2_Unigene_BMK.33372	sp|Q9SEE9|SR45_ARATH	1.13938e-09	58/172(33.72)	59	Arginine/serine-rich protein 45 OS=Arabidopsis thaliana GN=SR45 PE=1 SV=1
T2_Unigene_BMK.33960	sp|Q687E1|NPP_HORVU	7.39478e-83	115/119(96.64)	249	Nucleotide pyrophosphatase/phosphodiesterase (Fragments) OS=Hordeum vulgare GN=npp PE=1 SV=2
T2_Unigene_BMK.34046	sp|A3FPF2|DEF_NELNU	2.68241e-23	44/71(61.97)	93	Defensin-like protein OS=Nelumbo nucifera PE=3 SV=1
T1_Unigene_BMK.16750	sp|O23791|BROM1_ANACO	1.22831e-71	140/379(36.94)	234	Fruit bromelain OS=Ananas comosus PE=1 SV=1
T2_Unigene_BMK.36896	sp|Q43681|NLTP_VIGUN	3.54131e-21	39/86(45.35)	85	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T2_Unigene_BMK.37146	sp|Q7Y1Z0|CHI5_ORYSJ	8.57889e-43	62/95(65.26)	146	Chitinase 5 OS=Oryza sativa subsp. japonica GN=Cht5 PE=2 SV=1
T2_Unigene_BMK.37800	sp|Q8LNZ3|UGE1_ORYSJ	0	317/354(89.55)	645	UDP-glucose 4-epimerase 1 OS=Oryza sativa subsp. japonica GN=UGE-1 PE=2 SV=1
T2_Unigene_BMK.38426	sp|Q4R1I9|ANGLT_ROSHC	4.29672e-12	36/80(45.00)	67	Anthocyanidin 5,3-O-glucosyltransferase OS=Rosa hybrid cultivar GN=RhGT1 PE=2 SV=1
T2_Unigene_BMK.38565	sp|Q6YZF3|SWT11_ORYSJ	1.93791e-77	119/165(72.12)	238	Bidirectional sugar transporter SWEET11 OS=Oryza sativa subsp. japonica GN=SWEET11 PE=1 SV=1
T2_Unigene_BMK.38666	sp|Q0JG98|PIR7A_ORYSJ	3.61628e-71	104/143(72.73)	218	Probable esterase PIR7A OS=Oryza sativa subsp. japonica GN=PIR7A PE=2 SV=2
T2_Unigene_BMK.38696	sp|Q9FYB5|DNJ11_ARATH	4.53316e-19	42/97(43.30)	81	Chaperone protein dnaJ 11, chloroplastic OS=Arabidopsis thaliana GN=ATJ11 PE=1 SV=2
T2_Unigene_BMK.39084	sp|Q8IYB3|SRRM1_HUMAN	1.09136e-07	39/92(42.39)	55	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2
T2_Unigene_BMK.39248	sp|P29250|LOX2_ORYSJ	2.58719e-50	81/93(87.10)	172	Linoleate 9S-lipoxygenase 2 OS=Oryza sativa subsp. japonica GN=LOX1.1 PE=2 SV=2
T2_Unigene_BMK.39291	sp|Q8H1Z0|CER3_ARATH	2.60205e-59	93/150(62.00)	196	Protein ECERIFERUM 3 OS=Arabidopsis thaliana GN=CER3 PE=1 SV=1
T2_Unigene_BMK.39610	sp|Q54DY9|BCS1B_DICDI	6.9823e-07	28/88(31.82)	52	Probable mitochondrial chaperone BCS1-B OS=Dictyostelium discoideum GN=bcsl1b PE=3 SV=1
T2_Unigene_BMK.39796	sp|Q75JC9|Y8484_DICDI	2.49769e-38	98/194(50.52)	141	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T2_Unigene_BMK.39836	sp|Q0J2L7|P2C68_ORYSJ	2.72427e-155	237/305(77.70)	442	Probable protein phosphatase 2C 68 OS=Oryza sativa subsp. japonica GN=Os09g0325700 PE=2 SV=2
