#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T1_Unigene_BMK.56528	16	0	0.000066	0.00324125621414914	13.9657842846621	up	--	--	Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: calcium ion binding (GO:0005509);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: biosynthetic process (GO:0009058);; Biological Process: oligosaccharide metabolic process (GO:0009311);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: response to fungus (GO:0009620);; Biological Process: response to salicylic acid stimulus (GO:0009751);; Biological Process: post-embryonic development (GO:0009791);; Biological Process: unidimensional cell growth (GO:0009826);; Biological Process: cellular water homeostasis (GO:0009992);; Molecular Function: protein kinase binding (GO:0019901);; Molecular Function: polysaccharide binding (GO:0030247);; Biological Process: protein autophosphorylation (GO:0046777);; Biological Process: root development (GO:0048364);; Biological Process: cell development (GO:0048468);; Biological Process: post-embryonic organ development (GO:0048569);; Biological Process: reproductive structure development (GO:0048608);; 	--	Wall-associated receptor kinase 3 OS=Arabidopsis thaliana GN=WAK3 PE=2 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Wall-associated receptor kinase 3 [Aegilops tauschii]	Sorghum bicolor hypothetical protein, mRNA
T3_Unigene_BMK.66926	0	26	0.000000	0	                -14.6662240028032	down	--	--	--	--	Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2 PE=1 SV=3	Uncharacterized protein GN=BRADI1G42570 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1	Disease resistance protein RPM1 [Triticum urartu]	Triticum aestivum clone BAC 1991B18 cytokinin oxidase/dehydrogenase (CKX2.4) gene, complete cds, complete sequence
T2_Unigene_BMK.58469	56	123	0.000000	0	                -1.13515958328164	down	[G]	Carbohydrate transport and metabolism 	Cellular Component: extracellular region (GO:0005576);; Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: seed germination (GO:0009845);; Biological Process: determination of bilateral symmetry (GO:0009855);; Biological Process: polarity specification of adaxial/abaxial axis (GO:0009944);; Biological Process: meristem initiation (GO:0010014);; Biological Process: regulation of meristem growth (GO:0010075);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: mannan endo-1,4-beta-mannosidase activity (GO:0016985);; Cellular Component: cell periphery (GO:0071944);; 	--	Mannan endo-1,4-beta-mannosidase 2 OS=Oryza sativa subsp. japonica GN=MAN2 PE=2 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	Mannan endo-1,4-beta-mannosidase 2 [Triticum urartu]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1039I18
T1_Unigene_BMK.70190	132	57	0.000000	0	                 1.21150410519371	up	--	--	Biological Process: maltose metabolic process (GO:0000023);; Biological Process: polysaccharide catabolic process (GO:0000272);; Biological Process: response to molecule of bacterial origin (GO:0002237);; Biological Process: regionalization (GO:0003002);; Molecular Function: protein kinase activity (GO:0004672);; Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: protein binding (GO:0005515);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: starch metabolic process (GO:0005982);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: N-terminal protein myristoylation (GO:0006499);; Biological Process: protein targeting to membrane (GO:0006612);; Biological Process: cellular membrane fusion (GO:0006944);; Biological Process: response to stress (GO:0006950);; Biological Process: response to oxidative stress (GO:0006979);; Biological Process: signal transduction (GO:0007165);; Cellular Component: chloroplast (GO:0009507);; Biological Process: systemic acquired resistance (GO:0009627);; Biological Process: response to abiotic stimulus (GO:0009628);; Biological Process: embryo development ending in seed dormancy (GO:0009793);; Biological Process: seed germination (GO:0009845);; Biological Process: post-embryonic morphogenesis (GO:0009886);; Biological Process: meristem structural organization (GO:0009933);; Biological Process: endosperm development (GO:0009960);; Biological Process: root morphogenesis (GO:0010015);; Biological Process: shoot morphogenesis (GO:0010016);; Biological Process: positive regulation of seed germination (GO:0010030);; Biological Process: regulation of meristem growth (GO:0010075);; Biological Process: stomatal complex morphogenesis (GO:0010103);; Biological Process: regulation of plant-type hypersensitive response (GO:0010363);; Biological Process: regulation of gene expression (GO:0010468);; Cellular Component: membrane (GO:0016020);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cellular component organization (GO:0016043);; Biological Process: cell growth (GO:0016049);; Biological Process: cell differentiation (GO:0030154);; Biological Process: cellular carbohydrate biosynthetic process (GO:0034637);; Biological Process: cellular macromolecule biosynthetic process (GO:0034645);; Biological Process: negative regulation of programmed cell death (GO:0043069);; Biological Process: protein autophosphorylation (GO:0046777);; Biological Process: stamen development (GO:0048443);; Biological Process: anatomical structure formation involved in morphogenesis (GO:0048646);; Biological Process: anther development (GO:0048653);; Biological Process: regulation of biological quality (GO:0065008);; Cellular Component: micropyle (GO:0070825);; Biological Process: cell wall organization or biogenesis (GO:0071554);; Biological Process: regulation of seed maturation (GO:2000034);; 	--	Receptor-like protein kinase HAIKU2 OS=Arabidopsis thaliana GN=IKU2 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: SET4_F01, cultivar: Chinese Spring
T1_Unigene_BMK.70408	85	27	0.000000	0	                1.65450343397423	up	[S]	Function unknown 	Molecular Function: binding (GO:0005488);; Cellular Component: nucleus (GO:0005634);; Biological Process: N-terminal protein myristoylation (GO:0006499);; Biological Process: protein targeting to membrane (GO:0006612);; Biological Process: defense response (GO:0006952);; Biological Process: response to water deprivation (GO:0009414);; Biological Process: systemic acquired resistance (GO:0009627);; Biological Process: salicylic acid biosynthetic process (GO:0009697);; Biological Process: positive regulation of flavonoid biosynthetic process (GO:0009963);; Biological Process: regulation of plant-type hypersensitive response (GO:0010363);; Biological Process: defense response to bacterium (GO:0042742);; Molecular Function: ADP binding (GO:0043531);; Cellular Component: apoplast (GO:0048046);; Biological Process: response to other organism (GO:0051707);; Biological Process: response to karrikin (GO:0080167);; 	--	Probable disease resistance protein At4g33300 OS=Arabidopsis thaliana GN=At4g33300 PE=2 SV=3	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Putative disease resistance protein [Aegilops tauschii]	PREDICTED: Brachypodium distachyon probable disease resistance protein At4g33300-like (LOC100823936), mRNA
T2_Unigene_BMK.41011	116	10	0.000000	0	                3.53605290024021	up	[J]	Translation, ribosomal structure and biogenesis 	Cellular Component: mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO:0000276);; Molecular Function: amidase activity (GO:0004040);; Molecular Function: protein binding (GO:0005515);; Cellular Component: cytosol (GO:0005829);; Cellular Component: plastid (GO:0009536);; Biological Process: indoleacetic acid biosynthetic process (GO:0009684);; Biological Process: leaf morphogenesis (GO:0009965);; Molecular Function: hydrogen ion transmembrane transporter activity (GO:0015078);; Biological Process: ATP synthesis coupled proton transport (GO:0015986);; Cellular Component: membrane (GO:0016020);; Molecular Function: ligase activity (GO:0016874);; Molecular Function: carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884);; Biological Process: glucosinolate biosynthetic process (GO:0019761);; Biological Process: cell differentiation (GO:0030154);; Molecular Function: indoleacetamide hydrolase activity (GO:0043864);; Biological Process: positive regulation of transcription, DNA-dependent (GO:0045893);; 	--	Amidase 1 OS=Arabidopsis thaliana GN=AMI1 PE=1 SV=1	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1	uncharacterized protein LOC100384731 [Zea mays] 	Triticum aestivum cDNA, clone: SET3_L11, cultivar: Chinese Spring
T1_Unigene_BMK.55275	75	33	0.000059	0.00294249611650485	1.18442457113743	up	[O]	Posttranslational modification, protein turnover, chaperones 	Cellular Component: cytoplasm (GO:0005737);; Biological Process: protein folding (GO:0006457);; Biological Process: response to stress (GO:0006950);; Biological Process: response to high light intensity (GO:0009644);; Biological Process: heat acclimation (GO:0010286);; Biological Process: response to hydrogen peroxide (GO:0042542);; Biological Process: response to ethanol (GO:0045471);; Biological Process: response to arsenic-containing substance (GO:0046685);; Biological Process: response to cadmium ion (GO:0046686);; Biological Process: response to copper ion (GO:0046688);; Biological Process: protein oligomerization (GO:0051259);; 	--	18.9 kDa heat shock protein OS=Oryza sativa subsp. japonica GN=HSP18.9 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: SET5_M16, cultivar: Chinese Spring
T2_Unigene_BMK.48181	70	209	0.000000	0	               -1.57807611513592	down	--	--	Biological Process: response to abiotic stimulus (GO:0009628);; Biological Process: post-embryonic development (GO:0009791);; Biological Process: cellular component organization (GO:0016043);; Biological Process: response to chemical stimulus (GO:0042221);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: reproductive structure development (GO:0048608);; Cellular Component: cell periphery (GO:0071944);; 	--	36.4 kDa proline-rich protein OS=Solanum lycopersicum GN=TPRP-F1 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT007_N04, cultivar: Chinese Spring
T3_Unigene_BMK.5256	48	6	0.000000	0	                               3	up	--	--	Molecular Function: aspartic-type endopeptidase activity (GO:0004190);; Molecular Function: binding (GO:0005488);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: nucleus (GO:0005634);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: endoplasmic reticulum (GO:0005783);; Biological Process: proteolysis (GO:0006508);; Biological Process: defense response (GO:0006952);; Biological Process: response to water deprivation (GO:0009414);; Biological Process: salicylic acid metabolic process (GO:0009696);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: protein metabolic process (GO:0019538);; Biological Process: regulation of cellular metabolic process (GO:0031323);; Biological Process: cellular nitrogen compound metabolic process (GO:0034641);; Biological Process: cellular biosynthetic process (GO:0044249);; Biological Process: heterocycle metabolic process (GO:0046483);; Biological Process: response to other organism (GO:0051707);; Biological Process: cellular response to stimulus (GO:0051716);; Molecular Function: aspartic-type peptidase activity (GO:0070001);; 	--	Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2090L04
T4_Unigene_BMK.16263	34	4	0.000001	7.79499241274659e-05	3.08746284125034	up	--	--	Molecular Function: binding (GO:0005488);; Cellular Component: nuclear part (GO:0044428);; 	--	Serine/arginine repetitive matrix protein 1 OS=Mus musculus GN=Srrm1 PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	PREDICTED: uncharacterized protein LOC100825803 [Brachypodium distachyon]	Triticum aestivum cDNA, clone: SET1_B23, cultivar: Chinese Spring
T4_Unigene_BMK.16446	66	135	0.000001	7.79499241274659e-05	-1.03242147769238	down	[DZ]	--	Biological Process: mitotic cell cycle (GO:0000278);; Biological Process: M phase (GO:0000279);; Molecular Function: DNA binding (GO:0003677);; Molecular Function: protein binding (GO:0005515);; Cellular Component: chromosome (GO:0005694);; Cellular Component: cytoskeleton (GO:0005856);; Biological Process: mitosis (GO:0007067);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Biological Process: cellular macromolecule metabolic process (GO:0044260);; Cellular Component: cytoplasmic part (GO:0044444);; Cellular Component: intracellular organelle part (GO:0044446);; Biological Process: regulation of biological process (GO:0050789);; Biological Process: response to stimulus (GO:0050896);; Biological Process: nucleic acid metabolic process (GO:0090304);; 	--	Protein RCC2 OS=Mus musculus GN=Rcc2 PE=2 SV=1	Uncharacterized protein GN=BRADI5G25080 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1	PREDICTED: protein RCC2-like [Brachypodium distachyon]	Triticum aestivum cDNA, clone: WT005_F05, cultivar: Chinese Spring
T4_Unigene_BMK.54988	26	63	0.000080	0.00382458818054909	-1.27684020535882	down	--	--	Biological Process: microtubule cytoskeleton organization (GO:0000226);; Molecular Function: protein binding (GO:0005515);; Cellular Component: nucleus (GO:0005634);; Biological Process: cellular component movement (GO:0006928);; Biological Process: nervous system development (GO:0007399);; Cellular Component: plastid (GO:0009536);; Biological Process: flower development (GO:0009908);; Cellular Component: actin cytoskeleton (GO:0015629);; Biological Process: cell projection organization (GO:0030030);; Biological Process: cellular component morphogenesis (GO:0032989);; Cellular Component: cell projection (GO:0042995);; Cellular Component: protein complex (GO:0043234);; Cellular Component: cytoskeletal part (GO:0044430);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: cell development (GO:0048468);; Biological Process: organ development (GO:0048513);; Biological Process: localization (GO:0051179);; Cellular Component: cell periphery (GO:0071944);; 	--	WEB family protein At5g16730, chloroplastic OS=Arabidopsis thaliana GN=At5g16730 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_31174 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1008O06
T1_Unigene_BMK.69719	47	6	0.000000	0	                 2.96962635095648	up	[I]	Lipid transport and metabolism 	Biological Process: biosynthetic process (GO:0009058);; Cellular Component: plastid (GO:0009536);; Biological Process: carotenoid biosynthetic process (GO:0016117);; Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765);; 	K02291|0.0|zma:100136883|psy3	Phytoene synthase, chloroplastic OS=Narcissus pseudonarcissus GN=PSY PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, partial cds, clone: NIASHv2040D17
T1_Unigene_BMK.53296	70	1	0.000000	0	                 6.12928301694497	up	--	--	Biological Process: transcription, DNA-dependent (GO:0006351);; Biological Process: epidermis development (GO:0008544);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: hydrolase activity (GO:0016787);; Biological Process: regulation of nucleobase-containing compound metabolic process (GO:0019219);; Biological Process: evasion or tolerance by virus of host immune response (GO:0030683);; Molecular Function: identical protein binding (GO:0042802);; Biological Process: modification by symbiont of host morphology or physiology (GO:0044003);; Cellular Component: cell part (GO:0044464);; Biological Process: regulation of cellular macromolecule biosynthetic process (GO:2000112);; 	--	Protein TsetseEP OS=Glossina palpalis palpalis PE=4 SV=1	cDNA clone:002-167-H02, full insert sequence GN=P0708B04.12 OS=Oryza sativa subsp. japonica (Rice) PE=2 SV=1	Os08g0442900 [Oryza sativa Japonica Group] 	PREDICTED: Brachypodium distachyon uncharacterized LOC100839229 (LOC100839229), mRNA
T4_Unigene_BMK.65296	167	82	0.000000	0	                1.02615228785597	up	[M]	Cell wall/membrane/envelope biogenesis 	Molecular Function: transporter activity (GO:0005215);; Molecular Function: protein binding (GO:0005515);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: vacuole (GO:0005773);; Cellular Component: endoplasmic reticulum (GO:0005783);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: lipid metabolic process (GO:0006629);; Biological Process: transport (GO:0006810);; Biological Process: response to DNA damage stimulus (GO:0006974);; Biological Process: cell adhesion (GO:0007155);; Biological Process: response to heat (GO:0009408);; Biological Process: response to cold (GO:0009409);; Biological Process: response to light stimulus (GO:0009416);; Biological Process: response to wounding (GO:0009611);; Biological Process: anatomical structure morphogenesis (GO:0009653);; Biological Process: cellular component organization (GO:0016043);; Biological Process: protein metabolic process (GO:0019538);; Biological Process: response to chemical stimulus (GO:0042221);; Biological Process: hyperosmotic salinity response (GO:0042538);; Biological Process: cellular metabolic process (GO:0044237);; Cellular Component: nuclear part (GO:0044428);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: negative regulation of cellular process (GO:0048523);; Biological Process: system development (GO:0048731);; Cellular Component: intracellular organelle lumen (GO:0070013);; 	K03098|1e-125|sbi:SORBI_04g025860|hypothetical protein	Outer membrane lipoprotein blc OS=Citrobacter freundii PE=3 SV=1	Temperature stress-induced lipocalin GN=Tatil OS=Triticum aestivum (Wheat) PE=2 SV=1	temperature stress-induced lipocalin [Triticum aestivum]	Triticum aestivum temperature stress-induced lipocalin (Tatil) mRNA, complete cds
T2_Unigene_BMK.10676	108	1	0.000000	0	                6.75488750216347	up	--	--	Molecular Function: transporter activity (GO:0005215);; Molecular Function: calmodulin binding (GO:0005516);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: transport (GO:0006810);; Biological Process: lipid transport (GO:0006869);; Molecular Function: lipid binding (GO:0008289);; Biological Process: response to cold (GO:0009409);; Biological Process: response to water deprivation (GO:0009414);; Cellular Component: plant-type cell wall (GO:0009505);; Cellular Component: chloroplast thylakoid (GO:0009534);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: hyperosmotic salinity response (GO:0042538);; Cellular Component: apoplast (GO:0048046);; Biological Process: defense response to Gram-positive bacterium (GO:0050830);; Biological Process: defense response to fungus (GO:0050832);; 	--	Non-specific lipid-transfer protein OS=Malus domestica GN=MALD3 PE=1 SV=1	Os05g0477900 protein GN=Os05g0477900 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1	PREDICTED: non-specific lipid-transfer protein 3-like [Brachypodium distachyon]	Triticum aestivum cDNA, clone: WT005_O04, cultivar: Chinese Spring
T1_Unigene_BMK.56665	173	68	0.000000	0	                  1.34716538638639	up	--	--	Molecular Function: protein binding (GO:0005515);; Cellular Component: cytosol (GO:0005829);; Biological Process: transport (GO:0006810);; Biological Process: lignin biosynthetic process (GO:0009809);; Biological Process: positive regulation of flavonoid biosynthetic process (GO:0009963);; Biological Process: auxin homeostasis (GO:0010252);; Biological Process: gene expression (GO:0010467);; Cellular Component: membrane (GO:0016020);; Biological Process: RNA metabolic process (GO:0016070);; Molecular Function: N-acyltransferase activity (GO:0016410);; Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747);; Biological Process: cellular macromolecule biosynthetic process (GO:0034645);; Biological Process: cellular nitrogen compound biosynthetic process (GO:0044271);; Cellular Component: nuclear part (GO:0044428);; Molecular Function: shikimate O-hydroxycinnamoyltransferase activity (GO:0047172);; Molecular Function: quinate O-hydroxycinnamoyltransferase activity (GO:0047205);; Biological Process: response to stimulus (GO:0050896);; 	--	Shikimate O-hydroxycinnamoyltransferase OS=Nicotiana tabacum GN=HST PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Triticum aestivum cDNA, clone: WT005_B21, cultivar: Chinese Spring
T4_Unigene_BMK.17673	48	16	0.000069	0.00336127169274538	1.58496250072116	up	--	--	--	--	--	--	hypothetical protein F775_24401 [Aegilops tauschii]	--
T1_Unigene_BMK.42449	31	1	0.000000	0	                 4.95419631038688	up	[L]	Replication, recombination and repair 	--	--	Tegument protein VP22 OS=Bovine herpesvirus 1.1 (strain Cooper) GN=UL49 PE=1 SV=2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2012A11
T1_Unigene_BMK.68427	15	0	0.000112	0.00509369455511288	13.8726748802706	up	[RTKL]	--	Molecular Function: nucleotide binding (GO:0000166);; Biological Process: immune response-regulating signaling pathway (GO:0002764);; Molecular Function: protein serine/threonine kinase activity (GO:0004674);; Molecular Function: protein binding (GO:0005515);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: cytoplasm (GO:0005737);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: plant-type hypersensitive response (GO:0009626);; Biological Process: response to endogenous stimulus (GO:0009719);; Biological Process: post-embryonic development (GO:0009791);; Biological Process: defense response signaling pathway, resistance gene-independent (GO:0010204);; Biological Process: regulation of anion channel activity (GO:0010359);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cellular component organization (GO:0016043);; Biological Process: detection of bacterium (GO:0016045);; Molecular Function: transmembrane receptor protein kinase activity (GO:0019199);; Biological Process: regulation of metabolic process (GO:0019222);; Biological Process: aromatic compound biosynthetic process (GO:0019438);; Biological Process: regulation of programmed cell death (GO:0043067);; Biological Process: small molecule biosynthetic process (GO:0044283);; Biological Process: organ development (GO:0048513);; Biological Process: negative regulation of biological process (GO:0048519);; Biological Process: cellular macromolecule localization (GO:0070727);; Biological Process: cellular response to organic substance (GO:0071310);; 	--	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1140N18
T3_Unigene_BMK.1969	11	37	0.000164	0.00714244679949131	-1.75002174699165	down	[Q]	Secondary metabolites biosynthesis, transport and catabolism 	Molecular Function: monooxygenase activity (GO:0004497);; Molecular Function: iron ion binding (GO:0005506);; Molecular Function: electron carrier activity (GO:0009055);; Biological Process: response to bacterium (GO:0009617);; Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705);; Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen (GO:0016709);; Molecular Function: heme binding (GO:0020037);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Cellular Component: membrane part (GO:0044425);; Cellular Component: cytoplasmic part (GO:0044444);; Biological Process: innate immune response (GO:0045087);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: oxidation-reduction process (GO:0055114);; 	--	indole-2-monooxygenase OS=Zea mays GN=CYP71C4 PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Cytochrome P450 71C4 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT013_F18, cultivar: Chinese Spring
T1_Unigene_BMK.54948	123	348	0.000000	0	                -1.50042899050949	down	[H]	Coenzyme transport and metabolism 	Biological Process: maltose metabolic process (GO:0000023);; Cellular Component: nucleus (GO:0005634);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: cytosol (GO:0005829);; Biological Process: response to DNA damage stimulus (GO:0006974);; Molecular Function: zinc ion binding (GO:0008270);; Biological Process: thiamine biosynthetic process (GO:0009228);; Biological Process: response to cold (GO:0009409);; Cellular Component: chloroplast stroma (GO:0009570);; Cellular Component: thylakoid (GO:0009579);; Biological Process: response to blue light (GO:0009637);; Cellular Component: chloroplast envelope (GO:0009941);; Biological Process: regulation of proton transport (GO:0010155);; Cellular Component: stromule (GO:0010319);; Biological Process: starch biosynthetic process (GO:0019252);; Biological Process: defense response to bacterium (GO:0042742);; Molecular Function: protein homodimerization activity (GO:0042803);; Biological Process: positive regulation of catalytic activity (GO:0043085);; Biological Process: protein autophosphorylation (GO:0046777);; Biological Process: thiazole biosynthetic process (GO:0052837);; Biological Process: oxidation-reduction process (GO:0055114);; 	K03146|0.0|osa:4343443|Os07g0529600	Thiamine thiazole synthase 2, chloroplastic OS=Sorghum bicolor GN=THI1-2 PE=3 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Thiazole biosynthetic enzyme 1-2, chloroplastic [Triticum urartu]	Triticum aestivum clone wlm1.pk0018.b5:fis, full insert mRNA sequence
T1_Unigene_BMK.72084	38	10	0.000057	0.00285522476840566	1.92599941855622	up	[V]	Defense mechanisms 	Cellular Component: plant-type vacuole (GO:0000325);; Molecular Function: lipid transporter activity (GO:0005319);; Molecular Function: protein binding (GO:0005515);; Molecular Function: ATP binding (GO:0005524);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: vacuolar membrane (GO:0005774);; Cellular Component: Golgi apparatus (GO:0005794);; Cellular Component: plasma membrane (GO:0005886);; Cellular Component: integral to plasma membrane (GO:0005887);; Biological Process: ATP catabolic process (GO:0006200);; Molecular Function: organic anion transmembrane transporter activity (GO:0008514);; Molecular Function: electron carrier activity (GO:0009055);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: systemic acquired resistance (GO:0009627);; Biological Process: salicylic acid biosynthetic process (GO:0009697);; Molecular Function: chlorophyll catabolite transmembrane transporter activity (GO:0010290);; Molecular Function: protein disulfide oxidoreductase activity (GO:0015035);; Molecular Function: glutathione S-conjugate-exporting ATPase activity (GO:0015431);; Biological Process: drug transport (GO:0015893);; Biological Process: fatty acid transport (GO:0015908);; Cellular Component: integral to membrane (GO:0016021);; Cellular Component: ATP-binding cassette (ABC) transporter complex (GO:0043190);; Biological Process: cell redox homeostasis (GO:0045454);; Cellular Component: apoplast (GO:0048046);; Biological Process: response to steroid hormone stimulus (GO:0048545);; Biological Process: response to other organism (GO:0051707);; Biological Process: transmembrane transport (GO:0055085);; Biological Process: regulation of biological quality (GO:0065008);; Biological Process: modified amino acid transport (GO:0072337);; 	--	ABC transporter C family member 3 OS=Arabidopsis thaliana GN=ABCC3 PE=1 SV=1	Uncharacterized protein GN=BRADI2G04577 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1	PREDICTED: ABC transporter C family member 3-like [Brachypodium distachyon]	PREDICTED: Brachypodium distachyon ABC transporter C family member 3-like (LOC100842637), mRNA
