#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T2_Unigene_BMK.58075	sp|B5YU47|WRBA_ECO5E	6.39528e-61	107/199(53.77)	202	Flavoprotein WrbA OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) GN=wrbA PE=3 SV=1
T2_Unigene_BMK.58930	sp|Q40002|VATA_HORVU	0	574/580(98.97)	1148	V-type proton ATPase catalytic subunit A (Fragment) OS=Hordeum vulgare PE=2 SV=1
T2_Unigene_BMK.59095	sp|O65493|XCP1_ARATH	1.60049e-164	236/358(65.92)	471	Xylem cysteine proteinase 1 OS=Arabidopsis thaliana GN=XCP1 PE=1 SV=1
T2_Unigene_BMK.59127	sp|O04226|P5CS_ORYSJ	0	563/698(80.66)	1110	Delta-1-pyrroline-5-carboxylate synthase OS=Oryza sativa subsp. japonica GN=P5CS PE=2 SV=2
T2_Unigene_BMK.59670	sp|Q8LAW2|AFR_ARATH	4.19573e-67	131/349(37.54)	228	F-box protein AFR OS=Arabidopsis thaliana GN=AFR PE=1 SV=2
T2_Unigene_BMK.59710	sp|Q9LJ64|PLRX1_ARATH	3.5705e-12	27/48(56.25)	66	Pollen-specific leucine-rich repeat extensin-like protein 1 OS=Arabidopsis thaliana GN=PEX1 PE=2 SV=1
T1_Unigene_BMK.18	sp|Q96B18|DACT3_HUMAN	9.55096e-06	45/121(37.19)	48	Dapper homolog 3 OS=Homo sapiens GN=DACT3 PE=1 SV=2
T2_Unigene_BMK.61365	sp|Q0DZE0|PAL2_ORYSJ	0	398/441(90.25)	782	Phenylalanine ammonia-lyase OS=Oryza sativa subsp. japonica GN=ZB8 PE=2 SV=1
T2_Unigene_BMK.62134	sp|Q9MA55|ACBP4_ARATH	0	286/423(67.61)	597	Acyl-CoA-binding domain-containing protein 4 OS=Arabidopsis thaliana GN=ACBP4 PE=1 SV=1
T2_Unigene_BMK.62471	sp|Q53RB0|LOX4_ORYSJ	0	698/884(78.96)	1419	Probable linoleate 9S-lipoxygenase 4 OS=Oryza sativa subsp. japonica GN=Os03g0700700 PE=2 SV=1
T2_Unigene_BMK.63479	sp|O02751|CFDP2_BOVIN	6.73219e-31	79/249(31.73)	133	Craniofacial development protein 2 OS=Bos taurus GN=CFDP2 PE=1 SV=2
T3_Unigene_BMK.10220	sp|Q8STA9|Y5G8_ENCCU	1.43852e-11	32/32(100.00)	66	UPF0329 protein ECU05_1680/ECU11_0050 OS=Encephalitozoon cuniculi (strain GB-M1) GN=ECU05_1680 PE=3 SV=1
T3_Unigene_BMK.10239	sp|P32839|BCS1_YEAST	3.25562e-27	69/185(37.30)	118	Mitochondrial chaperone BCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCS1 PE=1 SV=2
T3_Unigene_BMK.10275	sp|Q5JJV0|INV4_ORYSJ	8.44503e-161	220/265(83.02)	467	Beta-fructofuranosidase, insoluble isoenzyme 4 OS=Oryza sativa subsp. japonica GN=CIN4 PE=2 SV=1
T3_Unigene_BMK.1033	sp|Q9LXG3|PER56_ARATH	3.81621e-83	135/266(50.75)	258	Peroxidase 56 OS=Arabidopsis thaliana GN=PER56 PE=2 SV=1
T3_Unigene_BMK.10453	sp|Q9AR14|PIP15_MAIZE	0	261/292(89.38)	527	Aquaporin PIP1-5 OS=Zea mays GN=PIP1-5 PE=2 SV=1
T3_Unigene_BMK.10488	sp|Q9M9S4|Y1143_ARATH	3.4022e-176	307/768(39.97)	531	Probable LRR receptor-like serine/threonine-protein kinase At1g14390 OS=Arabidopsis thaliana GN=At1g14390 PE=2 SV=1
T3_Unigene_BMK.10740	sp|Q2J728|IF2_FRASC	9.77302e-21	134/417(32.13)	100	Translation initiation factor IF-2 OS=Frankia sp. (strain CcI3) GN=infB PE=3 SV=1
T3_Unigene_BMK.10749	sp|Q6Z4H0|6PGL2_ORYSJ	3.84241e-160	232/268(86.57)	477	Probable 6-phosphogluconolactonase 2 OS=Oryza sativa subsp. japonica GN=Os07g0604000 PE=2 SV=1
T3_Unigene_BMK.1089	sp|Q8VYI9|NLTL5_ARATH	5.60108e-36	73/157(46.50)	130	Non-specific lipid-transfer protein-like protein At5g64080 OS=Arabidopsis thaliana GN=At5g64080 PE=1 SV=1
T3_Unigene_BMK.11011	sp|Q9C9V6|Y1790_ARATH	7.13585e-122	215/427(50.35)	373	BTB/POZ domain-containing protein At1g67900 OS=Arabidopsis thaliana GN=At1g67900 PE=1 SV=1
T3_Unigene_BMK.11155	sp|Q94A08|RFS2_ARATH	0	522/781(66.84)	1107	Probable galactinol--sucrose galactosyltransferase 2 OS=Arabidopsis thaliana GN=RFS2 PE=2 SV=2
T3_Unigene_BMK.11174	sp|Q6ZQP7|YV021_HUMAN	8.42403e-18	93/292(31.85)	87	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.11237	sp|Q8LL69|DBNBT_TAXCA	1.76229e-47	141/448(31.47)	175	3&apos;-N-debenzoyl-2&apos;-deoxytaxol N-benzoyltransferase OS=Taxus canadensis GN=TAX10 PE=1 SV=1
T3_Unigene_BMK.11559	sp|Q38871|CDPK5_ARATH	0	382/472(80.93)	778	Calcium-dependent protein kinase 5 OS=Arabidopsis thaliana GN=CPK5 PE=1 SV=1
T3_Unigene_BMK.11593	sp|Q0ILJ3|SUT2_ORYSJ	0	426/501(85.03)	865	Sucrose transport protein SUT2 OS=Oryza sativa subsp. japonica GN=SUT2 PE=2 SV=2
T3_Unigene_BMK.11793	sp|Q2UXF7|6FEH_WHEAT	0	484/531(91.15)	1008	Fructan 6-exohydrolase OS=Triticum aestivum GN=6-FEH PE=1 SV=1
T3_Unigene_BMK.11947	sp|Q17RH7|TPRXL_HUMAN	1.62105e-14	52/141(36.88)	77	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T3_Unigene_BMK.12221	sp|P20025|MYB38_MAIZE	1.50078e-56	93/141(65.96)	185	Myb-related protein Zm38 OS=Zea mays PE=2 SV=1
T3_Unigene_BMK.12264	sp|Q2QNG7|ACLA3_ORYSJ	0	396/423(93.62)	800	ATP-citrate synthase alpha chain protein 3 OS=Oryza sativa subsp. japonica GN=ACLA-3 PE=2 SV=1
T3_Unigene_BMK.12386	sp|Q9M7Q4|AI5L5_ARATH	1.26526e-77	182/407(44.72)	256	ABSCISIC ACID-INSENSITIVE 5-like protein 5 OS=Arabidopsis thaliana GN=ABF2 PE=1 SV=1
T3_Unigene_BMK.1244	sp|Q17RH7|TPRXL_HUMAN	6.58929e-14	59/204(28.92)	74	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T3_Unigene_BMK.12601	sp|Q9SR86|AGT23_ARATH	0	342/481(71.10)	716	Alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial OS=Arabidopsis thaliana GN=At3g08860 PE=2 SV=1
T3_Unigene_BMK.12691	sp|P14918|EXTN_MAIZE	3.07174e-06	30/77(38.96)	51	Extensin OS=Zea mays GN=HRGP PE=2 SV=1
T3_Unigene_BMK.12785	sp|Q6ZQP7|YV021_HUMAN	5.84513e-23	97/269(36.06)	102	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.12838	sp|Q8IYB3|SRRM1_HUMAN	9.15479e-17	80/277(28.88)	85	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2
T3_Unigene_BMK.12874	sp|Q6S6W0|GP2_EHV1V	6.18841e-07	71/327(21.71)	56	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain V592) GN=71 PE=3 SV=1
T3_Unigene_BMK.12894	sp|Q8GWW4|GUX2_ARATH	0	309/582(53.09)	645	UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 OS=Arabidopsis thaliana GN=GUX2 PE=2 SV=1
T3_Unigene_BMK.13097	sp|Q60E70|COBL3_ORYSJ	0	391/455(85.93)	851	COBRA-like protein 3 OS=Oryza sativa subsp. japonica GN=BC1L4 PE=2 SV=1
T3_Unigene_BMK.13216	sp|P47082|AVT1_YEAST	1.82684e-36	88/263(33.46)	145	Vacuolar amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT1 PE=1 SV=1
T3_Unigene_BMK.1354	sp|Q9FLC0|PER52_ARATH	5.4176e-82	120/192(62.50)	254	Peroxidase 52 OS=Arabidopsis thaliana GN=PER52 PE=2 SV=1
T3_Unigene_BMK.13695	sp|Q0D3I7|WOX11_ORYSJ	6.03869e-35	60/75(80.00)	129	WUSCHEL-related homeobox 11 OS=Oryza sativa subsp. japonica GN=WOX11 PE=2 SV=1
T3_Unigene_BMK.13828	sp|A7PZL3|PGLR_VITVI	0	289/475(60.84)	596	Probable polygalacturonase OS=Vitis vinifera GN=GSVIVT00026920001 PE=1 SV=1
T3_Unigene_BMK.13857	sp|Q42600|C84A1_ARATH	4.40072e-160	237/371(63.88)	467	Cytochrome P450 84A1 OS=Arabidopsis thaliana GN=CYP84A1 PE=2 SV=1
T3_Unigene_BMK.13875	sp|Q2QS14|UGDH4_ORYSJ	0	455/480(94.79)	926	UDP-glucose 6-dehydrogenase 4 OS=Oryza sativa subsp. japonica GN=UGD4 PE=2 SV=1
T3_Unigene_BMK.13880	sp|O50008|METE_ARATH	0	395/440(89.77)	793	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Arabidopsis thaliana GN=CIMS PE=1 SV=1
T3_Unigene_BMK.13916	sp|Q10710|STA_RICCO	0	310/392(79.08)	623	Sugar carrier protein A OS=Ricinus communis GN=STA PE=2 SV=1
T3_Unigene_BMK.13952	sp|Q39635|Y38K_CORSE	3.86112e-133	201/348(57.76)	394	Uncharacterized 38.1 kDa protein OS=Corydalis sempervirens PE=2 SV=1
T3_Unigene_BMK.14028	sp|Q9C7C1|TET6_ARATH	1.53684e-123	157/283(55.48)	366	Tetraspanin-6 OS=Arabidopsis thaliana GN=TET6 PE=2 SV=1
T3_Unigene_BMK.14415	sp|Q10S70|EXLA1_ORYSJ	4.53887e-68	121/155(78.06)	219	Expansin-like A1 OS=Oryza sativa subsp. japonica GN=EXLA1 PE=2 SV=1
T3_Unigene_BMK.1451	sp|P93703|C71C3_MAIZE	0	409/534(76.59)	809	Cytochrome P450 71C3 OS=Zea mays GN=CYP71C3 PE=2 SV=1
T3_Unigene_BMK.14535	sp|Q7SIC9|TKTC_MAIZE	0	603/673(89.60)	1241	Transketolase, chloroplastic OS=Zea mays PE=1 SV=1
T3_Unigene_BMK.14714	sp|Q9SLH0|EIL1_ARATH	6.57695e-153	283/614(46.09)	461	ETHYLENE INSENSITIVE 3-like 1 protein OS=Arabidopsis thaliana GN=EIL1 PE=1 SV=1
T3_Unigene_BMK.14868	sp|O65351|SUBL_ARATH	5.61628e-177	333/783(42.53)	533	Subtilisin-like protease OS=Arabidopsis thaliana GN=ARA12 PE=1 SV=1
T3_Unigene_BMK.14913	sp|O49434|AAH_ARATH	0	286/443(64.56)	553	Allantoate deiminase, chloroplastic OS=Arabidopsis thaliana GN=AAH PE=1 SV=2
T3_Unigene_BMK.14939	sp|Q84R49|GUN10_ORYSJ	0	561/622(90.19)	1192	Endoglucanase 10 OS=Oryza sativa subsp. japonica GN=GLU2 PE=2 SV=1
T3_Unigene_BMK.15015	sp|O82392|THIC_ARATH	0	510/619(82.39)	1074	Phosphomethylpyrimidine synthase, chloroplastic OS=Arabidopsis thaliana GN=THIC PE=1 SV=1
T3_Unigene_BMK.1509	sp|Q9XGD6|CAMT1_MAIZE	1.78305e-158	223/260(85.77)	453	Caffeoyl-CoA O-methyltransferase 1 OS=Zea mays GN=CCOAOMT1 PE=2 SV=1
T3_Unigene_BMK.15103	sp|Q8BTI8|SRRM2_MOUSE	1.50891e-09	115/415(27.71)	64	Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2 PE=1 SV=3
T3_Unigene_BMK.15451	sp|P53393|SUT3_STYHA	0	286/425(67.29)	557	Low affinity sulfate transporter 3 OS=Stylosanthes hamata GN=ST3 PE=2 SV=1
T3_Unigene_BMK.15733	sp|Q9SGZ5|BXL7_ARATH	1.64894e-73	116/183(63.39)	239	Probable beta-D-xylosidase 7 OS=Arabidopsis thaliana GN=BXL7 PE=2 SV=2
T3_Unigene_BMK.15840	sp|Q9FZP1|HPSE3_ARATH	0	299/504(59.33)	639	Heparanase-like protein 3 OS=Arabidopsis thaliana GN=At5g34940 PE=2 SV=2
T3_Unigene_BMK.15923	sp|Q5N9W4|LAC5_ORYSJ	0	442/583(75.81)	899	Putative laccase-5 OS=Oryza sativa subsp. japonica GN=LAC5 PE=2 SV=1
T3_Unigene_BMK.15941	sp|Q96282|CLCC_ARATH	0	566/780(72.56)	1146	Chloride channel protein CLC-c OS=Arabidopsis thaliana GN=CLC-C PE=1 SV=1
T3_Unigene_BMK.15953	sp|Q6YZX6|ACOC_ORYSJ	0	763/896(85.16)	1567	Putative aconitate hydratase, cytoplasmic OS=Oryza sativa subsp. japonica GN=Os08g0191100 PE=1 SV=1
T3_Unigene_BMK.16106	sp|Q9SKK0|EBF1_ARATH	4.15169e-112	189/395(47.85)	347	EIN3-binding F-box protein 1 OS=Arabidopsis thaliana GN=EBF1 PE=1 SV=1
T3_Unigene_BMK.16220	sp|Q54GU0|ARSB_DICDI	7.82678e-72	167/540(30.93)	250	Putative transporter arsB OS=Dictyostelium discoideum GN=arsB PE=2 SV=1
T3_Unigene_BMK.16266	sp|P46525|CS120_WHEAT	3.8624e-41	90/167(53.89)	158	Cold-shock protein CS120 OS=Triticum aestivum GN=CS120 PE=2 SV=2
T3_Unigene_BMK.16414	sp|Q9C6W5|AB14G_ARATH	0	406/664(61.14)	767	ABC transporter G family member 14 OS=Arabidopsis thaliana GN=ABCG14 PE=2 SV=1
T3_Unigene_BMK.1642	sp|Q10QP3|HOX13_ORYSJ	1.02137e-71	135/204(66.18)	229	Homeobox-leucine zipper protein HOX13 OS=Oryza sativa subsp. japonica GN=HOX13 PE=2 SV=1
T3_Unigene_BMK.16453	sp|Q9SV13|SUT31_ARATH	0	451/630(71.59)	919	Sulfate transporter 3.1 OS=Arabidopsis thaliana GN=SULTR3;1 PE=2 SV=1
T3_Unigene_BMK.16479	sp|Q43007|PLDA1_ORYSJ	0	728/812(89.66)	1533	Phospholipase D alpha 1 OS=Oryza sativa subsp. japonica GN=PLD1 PE=1 SV=2
T3_Unigene_BMK.16590	sp|Q9ZV48|TPS11_ARATH	0	500/829(60.31)	1022	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 OS=Arabidopsis thaliana GN=TPS11 PE=2 SV=1
T3_Unigene_BMK.16803	sp|Q8LPQ8|MSSP2_ARATH	0	528/746(70.78)	1026	Monosaccharide-sensing protein 2 OS=Arabidopsis thaliana GN=MSSP2 PE=2 SV=2
T3_Unigene_BMK.16876	sp|O95239|KIF4A_HUMAN	3.51552e-170	363/960(37.81)	547	Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3
T3_Unigene_BMK.17084	sp|Q39134|AAP3_ARATH	0	336/474(70.89)	694	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T3_Unigene_BMK.17121	sp|P29114|LOX1_HORVU	3.63566e-65	103/106(97.17)	213	Linoleate 9S-lipoxygenase 1 OS=Hordeum vulgare GN=LOX1.1 PE=1 SV=2
T3_Unigene_BMK.17357	sp|Q84UP7|CSLF6_ORYSJ	0	615/888(69.26)	1211	Probable mixed-linked glucan synthase 6 OS=Oryza sativa subsp. japonica GN=CSLF6 PE=2 SV=1
T3_Unigene_BMK.17504	sp|Q17RH7|TPRXL_HUMAN	3.56946e-14	49/198(24.75)	73	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T3_Unigene_BMK.1772	sp|Q40062|IDS3_HORVU	1.60937e-51	101/266(37.97)	178	2&apos;-deoxymugineic-acid 2&apos;-dioxygenase OS=Hordeum vulgare GN=IDS3 PE=1 SV=3
T3_Unigene_BMK.17722	sp|P68350|DOF15_ARATH	1.95337e-32	59/120(49.17)	120	Dof zinc finger protein DOF1.5 OS=Arabidopsis thaliana GN=DOF1.5 PE=1 SV=1
T3_Unigene_BMK.1778	sp|P10848|ADH3_HORVU	0	329/349(94.27)	686	Alcohol dehydrogenase 3 OS=Hordeum vulgare GN=ADH3 PE=3 SV=1
T3_Unigene_BMK.17823	sp|P0C230|PRT_PHOTU	5.07343e-10	44/92(47.83)	59	Protamine OS=Phorcus turbinatus PE=1 SV=1
T3_Unigene_BMK.17915	sp|Q9SZW4|HMA2_ARATH	0	492/967(50.88)	890	Cadmium/zinc-transporting ATPase HMA2 OS=Arabidopsis thaliana GN=HMA2 PE=2 SV=1
T3_Unigene_BMK.18072	sp|Q8L850|PI5K9_ARATH	0	227/424(53.54)	455	Phosphatidylinositol 4-phosphate 5-kinase 9 OS=Arabidopsis thaliana GN=PIP5K9 PE=1 SV=2
T3_Unigene_BMK.18376	sp|Q54G05|LRRX1_DICDI	1.95371e-30	217/1083(20.04)	134	Putative leucine-rich repeat-containing protein DDB_G0290503 OS=Dictyostelium discoideum GN=DDB_G0290503 PE=4 SV=1
T3_Unigene_BMK.18455	sp|P83970|PMA1_WHEAT	0	943/951(99.16)	1854	Plasma membrane ATPase OS=Triticum aestivum GN=ha1 PE=2 SV=1
T3_Unigene_BMK.18537	sp|P29250|LOX2_ORYSJ	0	666/873(76.29)	1369	Linoleate 9S-lipoxygenase 2 OS=Oryza sativa subsp. japonica GN=LOX1.1 PE=2 SV=2
T3_Unigene_BMK.18602	sp|O24325|VPE1_PHAVU	4.49276e-63	96/146(65.75)	209	Vacuolar-processing enzyme OS=Phaseolus vulgaris PE=1 SV=1
T3_Unigene_BMK.1874	sp|Q9S7C9|ESCA_ARATH	2.33502e-73	129/261(49.43)	237	Putative DNA-binding protein ESCAROLA OS=Arabidopsis thaliana GN=ESC PE=2 SV=1
T3_Unigene_BMK.18763	sp|Q8W4J9|RPP8_ARATH	1.01678e-67	249/895(27.82)	251	Disease resistance protein RPP8 OS=Arabidopsis thaliana GN=RPP8 PE=1 SV=2
T3_Unigene_BMK.18769	sp|Q9M1Q9|AB21B_ARATH	0	844/1245(67.79)	1668	ABC transporter B family member 21 OS=Arabidopsis thaliana GN=ABCB21 PE=1 SV=2
T3_Unigene_BMK.1913	sp|Q6ZQP7|YV021_HUMAN	2.06512e-09	53/175(30.29)	61	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.192	sp|P37834|PER1_ORYSJ	6.151e-128	186/267(69.66)	373	Peroxidase 1 OS=Oryza sativa subsp. japonica GN=PRX74 PE=2 SV=2
T3_Unigene_BMK.1946	sp|Q10N05|GT32_ORYSJ	3.22699e-155	227/307(73.94)	448	Probable glucuronosyltransferase Os03g0287800 OS=Oryza sativa subsp. japonica GN=Os03g0287800 PE=2 SV=1
T3_Unigene_BMK.2066	sp|Q9C6Z0|FBK17_ARATH	3.74476e-166	228/409(55.75)	477	F-box/kelch-repeat protein At1g30090 OS=Arabidopsis thaliana GN=At1g30090 PE=2 SV=1
T3_Unigene_BMK.2085	sp|Q766C3|NEP1_NEPGR	1.85519e-78	149/393(37.91)	252	Aspartic proteinase nepenthesin-1 OS=Nepenthes gracilis GN=nep1 PE=1 SV=1
T3_Unigene_BMK.2128	sp|Q8RX71|BAG4_ARATH	7.51151e-18	49/113(43.36)	86	BAG family molecular chaperone regulator 4 OS=Arabidopsis thaliana GN=BAG4 PE=1 SV=1
T3_Unigene_BMK.2158	sp|Q9SEE9|SR45_ARATH	3.26354e-07	69/242(28.51)	55	Arginine/serine-rich protein 45 OS=Arabidopsis thaliana GN=SR45 PE=1 SV=1
T3_Unigene_BMK.2185	sp|P51091|LDOX_MALDO	1.35393e-67	132/343(38.48)	223	Leucoanthocyanidin dioxygenase OS=Malus domestica GN=ANS PE=2 SV=1
T3_Unigene_BMK.2198	sp|P42815|RNS3_ARATH	2.16953e-96	118/202(58.42)	286	Ribonuclease 3 OS=Arabidopsis thaliana GN=RNS3 PE=2 SV=1
T3_Unigene_BMK.2212	sp|Q84RL7|PIP21_MAIZE	1.4891e-125	176/190(92.63)	364	Aquaporin PIP2-1 OS=Zea mays GN=PIP2-1 PE=1 SV=2
T3_Unigene_BMK.247	sp|Q6ZQP7|YV021_HUMAN	1.32072e-18	90/250(36.00)	87	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.252	sp|Q9FJ95|DHSO_ARATH	0	285/365(78.08)	582	Sorbitol dehydrogenase OS=Arabidopsis thaliana GN=SDH PE=1 SV=1
T1_Unigene_BMK.19643	sp|Q7G794|LOX3_ORYSJ	5.30412e-92	134/176(76.14)	288	Putative linoleate 9S-lipoxygenase 3 OS=Oryza sativa subsp. japonica GN=Os03g0700400 PE=3 SV=1
T3_Unigene_BMK.2932	sp|Q6ERS4|CIPKG_ORYSJ	0	261/320(81.56)	541	CBL-interacting protein kinase 16 OS=Oryza sativa subsp. japonica GN=CIPK16 PE=2 SV=1
T3_Unigene_BMK.305	sp|Q2QYL3|NLTP3_ORYSJ	3.89613e-51	76/114(66.67)	166	Non-specific lipid-transfer protein 3 OS=Oryza sativa subsp. japonica GN=LTP110-A PE=2 SV=1
T3_Unigene_BMK.3070	sp|Q9LI65|WTR24_ARATH	1.49828e-77	122/326(37.42)	250	WAT1-related protein At3g30340 OS=Arabidopsis thaliana GN=At3g30340 PE=2 SV=1
T3_Unigene_BMK.3088	sp|A5H452|PER70_MAIZE	2.06717e-162	235/321(73.21)	462	Peroxidase 70 OS=Zea mays GN=PER70 PE=1 SV=1
T3_Unigene_BMK.319	sp|Q9FKJ0|FK132_ARATH	2.38342e-156	213/351(60.68)	457	F-box/kelch-repeat protein At5g60570 OS=Arabidopsis thaliana GN=At5g60570 PE=2 SV=1
T3_Unigene_BMK.3226	sp|Q69TG5|MAD55_ORYSJ	5.72926e-116	186/246(75.61)	343	MADS-box transcription factor 55 OS=Oryza sativa subsp. japonica GN=MADS55 PE=2 SV=2
T3_Unigene_BMK.3388	sp|P25776|ORYA_ORYSJ	0	385/463(83.15)	806	Oryzain alpha chain OS=Oryza sativa subsp. japonica GN=Os04g0650000 PE=1 SV=2
T3_Unigene_BMK.3486	sp|Q5Z9N5|FON1_ORYSJ	0	447/554(80.69)	867	Leucine-rich repeat receptor-like kinase protein FLORAL ORGAN NUMBER1 OS=Oryza sativa subsp. japonica GN=FON1 PE=1 SV=1
T3_Unigene_BMK.35749	sp|P60098|RT12_WHEAT	1.16029e-78	125/125(100.00)	258	Ribosomal protein S12, mitochondrial OS=Triticum aestivum GN=RPS12 PE=2 SV=1
T3_Unigene_BMK.3595	sp|Q869E1|DNLI1_DICDI	3.30394e-38	117/403(29.03)	154	DNA ligase 1 OS=Dictyostelium discoideum GN=lig1 PE=3 SV=1
T3_Unigene_BMK.3626	sp|Q6S6W0|GP2_EHV1V	7.1451e-12	66/208(31.73)	70	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain V592) GN=71 PE=3 SV=1
T3_Unigene_BMK.37021	sp|P26154|CR14_HORVU	1.28258e-33	54/72(75.00)	118	Cold-regulated protein BLT14 OS=Hordeum vulgare GN=BLT14 PE=2 SV=1
T3_Unigene_BMK.37284	sp|D2YZP9|BISS_ZINOF	1.59277e-133	208/534(38.95)	405	(S)-beta-bisabolene synthase OS=Zingiber officinale GN=TPS1 PE=1 SV=1
T3_Unigene_BMK.3839	sp|Q08655|ASR1_SOLLC	1.10939e-24	49/105(46.67)	100	Abscisic stress-ripening protein 1 OS=Solanum lycopersicum GN=ASR1 PE=2 SV=1
T3_Unigene_BMK.3854	sp|Q7XA40|RGA3_SOLBU	3.90152e-35	38/84(45.24)	83	Putative disease resistance protein RGA3 OS=Solanum bulbocastanum GN=RGA3 PE=2 SV=2
T3_Unigene_BMK.4125	sp|Q7Y1Z0|CHI5_ORYSJ	1.29747e-139	190/289(65.74)	402	Chitinase 5 OS=Oryza sativa subsp. japonica GN=Cht5 PE=2 SV=1
T3_Unigene_BMK.4144	sp|B4G072|BX9_MAIZE	7.21696e-161	237/376(63.03)	464	DIMBOA UDP-glucosyltransferase BX9 OS=Zea mays GN=BX9 PE=1 SV=1
T3_Unigene_BMK.4178	sp|Q10716|CYSP1_MAIZE	0	309/369(83.74)	638	Cysteine proteinase 1 OS=Zea mays GN=CCP1 PE=2 SV=1
T3_Unigene_BMK.4291	sp|Q75JC9|Y8484_DICDI	1.14533e-14	82/340(24.12)	79	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T3_Unigene_BMK.43423	sp|Q7XD66|RIP6_ORYSJ	2.8243e-47	70/105(66.67)	157	Putative ripening-related protein 6 OS=Oryza sativa subsp. japonica GN=Os10g0489301 PE=2 SV=1
T3_Unigene_BMK.4510	sp|Q9SYT0|ANXD1_ARATH	5.48174e-135	197/315(62.54)	394	Annexin D1 OS=Arabidopsis thaliana GN=ANN1 PE=1 SV=1
T3_Unigene_BMK.4651	sp|Q8AXU9|SH3G3_CHICK	4.40566e-10	45/137(32.85)	65	Endophilin-A3 OS=Gallus gallus GN=SH3GL3 PE=1 SV=1
T3_Unigene_BMK.477	sp|Q8W453|DIR1_ARATH	8.27987e-17	41/100(41.00)	76	Putative lipid-transfer protein DIR1 OS=Arabidopsis thaliana GN=DIR1 PE=1 SV=1
T3_Unigene_BMK.50080	sp|P31862|IBBWP_MAIZE	1.26763e-08	42/102(41.18)	55	Bowman-Birk type wound-induced proteinase inhibitor WIP1 OS=Zea mays GN=WIP1 PE=2 SV=1
T3_Unigene_BMK.5047	sp|Q9UQ35|SRRM2_HUMAN	9.67313e-21	115/366(31.42)	98	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T3_Unigene_BMK.5152	sp|P42761|GSTFA_ARATH	1.6345e-40	82/241(34.02)	147	Glutathione S-transferase F10 OS=Arabidopsis thaliana GN=GSTF10 PE=1 SV=3
T3_Unigene_BMK.51871	sp|P53415|CHS2_SECCE	0	281/392(71.68)	589	Chalcone synthase 2 OS=Secale cereale GN=CHS2 PE=2 SV=1
T3_Unigene_BMK.5207	sp|A8MUU9|YV023_HUMAN	9.69518e-18	147/486(30.25)	88	Putative uncharacterized protein ENSP00000383309 OS=Homo sapiens PE=5 SV=3
T3_Unigene_BMK.522	sp|Q7XT99|AKR2_ORYSJ	0	300/349(85.96)	610	Probable aldo-keto reductase 2 OS=Oryza sativa subsp. japonica GN=Os04g0338000 PE=2 SV=2
T3_Unigene_BMK.5248	sp|O81155|CYSKP_SOLTU	0	278/348(79.89)	558	Cysteine synthase, chloroplastic/chromoplastic OS=Solanum tuberosum PE=2 SV=1
T3_Unigene_BMK.52676	sp|P31862|IBBWP_MAIZE	6.34512e-06	36/100(36.00)	46	Bowman-Birk type wound-induced proteinase inhibitor WIP1 OS=Zea mays GN=WIP1 PE=2 SV=1
T3_Unigene_BMK.5282	sp|Q0WUQ1|BAG1_ARATH	3.47899e-84	145/309(46.93)	271	BAG family molecular chaperone regulator 1 OS=Arabidopsis thaliana GN=BAG1 PE=1 SV=1
T3_Unigene_BMK.53102	sp|P31862|IBBWP_MAIZE	2.83528e-08	39/101(38.61)	53	Bowman-Birk type wound-induced proteinase inhibitor WIP1 OS=Zea mays GN=WIP1 PE=2 SV=1
T3_Unigene_BMK.5344	sp|Q9UQ35|SRRM2_HUMAN	3.93397e-24	126/424(29.72)	110	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
